StockCode,description,current_price,recommended_price,price_change_gbp,price_change_pct,price_elasticity,num_orders,annual_revenue,total_revenue_lift,pricing_action,implementation_priority
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3.8021839080459774,3.6120747126436785,-0.19010919540229887,-5.0,-0.3367934394640757,81,795.05,-33.03288540883541,Decrease Price,Low Volume
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1.860441176470588,1.7674191176470584,-0.09302205882352954,-5.000000000000008,-0.5098077474283657,66,992.79,-33.04433921990958,Decrease Price,Low Volume
21198,WHITE HEART CONFETTI IN TUBE,1.4479166666666667,1.3755208333333333,-0.07239583333333344,-5.000000000000007,-0.5557847767444704,71,1008.47,-33.0979017902051,Decrease Price,Low Volume
22389,PAPERWEIGHT SAVE THE PLANET,2.582888888888889,2.4537444444444443,-0.1291444444444445,-5.000000000000003,-0.2457191082106652,45,641.55,-33.13155965001819,Decrease Price,Low Volume
22451,SILK PURSE BABUSHKA RED,4.131538461538462,3.924961538461538,-0.20657692307692344,-5.000000000000009,-0.2713442131823679,51,779.1500000000001,-33.14941530143625,Decrease Price,Low Volume
22127,PARTY CONES CARNIVAL ASSORTED,2.227826086956522,2.1164347826086956,-0.11139130434782629,-5.000000000000009,-0.2315274585981563,22,504.88,-33.27477740819727,Decrease Price,Low Volume
23479,WIRE EGG BASKET ,8.257333333333333,7.8444666666666665,-0.41286666666666694,-5.000000000000003,-0.281854478322121,44,880.23,-33.28768456422253,Decrease Price,Low Volume
84006,MAGIC TREE -PAPER FLOWERS,1.0532075471698112,1.0005471698113206,-0.052660377358490607,-5.000000000000004,-0.3096393575925771,105,849.55,-33.35668182391512,Decrease Price,Medium Volume
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,1.904444444444444,1.8092222222222216,-0.09522222222222232,-5.000000000000006,-0.4039248320244306,27,309.29999999999995,-33.375718880785705,Decrease Price,Low Volume
22024,RAINY LADIES BIRTHDAY CARD,0.586046511627907,0.5567441860465117,-0.02930232558139534,-4.999999999999998,-0.5328746392234693,213,1033.81,-33.402655615910575,Decrease Price,Medium Volume
23551,PACK OF 12 PAISLEY PARK TISSUES ,0.5141134751773049,0.4884078014184396,-0.02570567375886529,-5.000000000000009,-0.2688754648999743,136,841.01,-33.638615216546924,Decrease Price,Medium Volume
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2.90367816091954,2.758494252873563,-0.14518390804597692,-4.9999999999999964,-0.5155928722365962,86,795.02,-33.74038684723726,Decrease Price,Low Volume
21983,PACK OF 12 BLUE PAISLEY TISSUES ,0.4481935483870967,0.42578387096774184,-0.022409677419354845,-5.000000000000003,-0.3502532110170539,155,777.67,-33.80415198738208,Decrease Price,Medium Volume
22340,NOEL GARLAND PAINTED ZINC ,0.7605384615384616,0.7225115384615385,-0.038026923076923125,-5.000000000000006,-0.3636231791290399,128,792.28,-33.93289777130576,Decrease Price,Medium Volume
23115,RED APPLES CHOPPING BOARD   ,5.802765957446809,5.512627659574468,-0.2901382978723408,-5.000000000000006,-0.2136463404732447,45,785.17,-34.04323249611173,Decrease Price,Low Volume
22442,GROW YOUR OWN FLOWERS SET OF 3,6.787179487179487,6.447820512820512,-0.33935897435897466,-5.000000000000004,-0.666178334537068,78,1241.3,-34.106981991548416,Decrease Price,Low Volume
23079,TOADSTOOL BEDSIDE LIGHT ,8.937155963302752,8.490298165137615,-0.44685779816513715,-4.999999999999995,-0.6951515023913086,106,2243.35,-34.11558630149531,Decrease Price,Medium Volume
21786,POLKADOT RAIN HAT ,0.6665811965811965,0.6332521367521367,-0.03332905982905987,-5.000000000000006,-0.4577282384394691,226,918.25,-34.260920164491786,Decrease Price,Medium Volume
22262,FELT EGG COSY CHICKEN,1.1012499999999998,1.0461874999999998,-0.055062500000000014,-5.000000000000003,-0.3684851732138965,137,953.86,-34.29601298680805,Decrease Price,Medium Volume
22500,SET OF 2 TINS JARDIN DE PROVENCE,4.782376237623763,4.543257425742574,-0.23911881188118844,-5.000000000000006,-0.4095761846673404,96,980.7,-34.30669803184617,Decrease Price,Low Volume
23568,EGG CUP HENRIETTA HEN CREAM ,1.7454166666666666,1.6581458333333332,-0.08727083333333341,-5.000000000000004,-0.3807040538920273,48,787.52,-34.38103269629147,Decrease Price,Low Volume
23106,ZINC HEARTS PLANT POT HOLDER,2.9428301886792454,2.795688679245283,-0.14714150943396254,-5.000000000000009,-0.2001306807561095,53,815.59,-34.4238294095913,Decrease Price,Low Volume
16235,RECYCLED PENCIL WITH RABBIT ERASER,0.3158579881656804,0.30006508875739635,-0.015792899408284045,-5.000000000000008,-0.2971843989211665,168,702.96,-34.5090940956307,Decrease Price,Medium Volume
21682,LARGE MEDINA STAMPED METAL BOWL ,5.496545454545455,5.221718181818182,-0.2748272727272729,-5.000000000000003,-0.3141963777364433,55,930.96,-34.57843673806791,Decrease Price,Low Volume
22258,FELT FARM ANIMAL RABBIT,1.325194805194805,1.2589350649350648,-0.06625974025974024,-4.999999999999999,-0.4310570516210674,77,743.89,-34.76020166387652,Decrease Price,Low Volume
23123,COCKTAIL SWORDS 50 PIECES,1.0125,0.9618749999999999,-0.05062500000000003,-5.000000000000003,-0.2628534156049357,95,760.4000000000001,-34.79790430647489,Decrease Price,Low Volume
21389,IVORY HANGING DECORATION  BIRD,0.946029411764706,0.8987279411764707,-0.047301470588235306,-5.0,-0.3032065770749326,128,966.78,-34.887240809362766,Decrease Price,Medium Volume
20866,BLUE ROSE FABRIC MIRROR,1.486043956043956,1.4117417582417582,-0.07430219780219782,-5.000000000000002,-0.2102469826640773,90,710.95,-34.89145763375877,Decrease Price,Low Volume
22615,PACK OF 12 CIRCUS PARADE TISSUES ,0.492135922330097,0.46752912621359216,-0.024606796116504848,-5.0,-0.314997192572695,102,660.73,-34.91497233804031,Decrease Price,Medium Volume
85059,FRENCH ENAMEL WATER BASIN,4.116821705426357,3.9109806201550392,-0.20584108527131795,-5.000000000000003,-0.5897051610165954,128,1273.11,-34.96381848187002,Decrease Price,Medium Volume
22761,CHEST 7 DRAWER MA CAMPAGNE,25.533846153846152,24.257153846153845,-1.2766923076923078,-5.000000000000001,-0.2415739870509383,26,895.38,-35.072961467861376,Decrease Price,Low Volume
21683,MEDIUM MEDINA STAMPED METAL BOWL ,3.3927586206896554,3.2231206896551723,-0.1696379310344831,-5.00000000000001,-0.3375856017006063,58,948.7000000000002,-35.135634577905456,Decrease Price,Low Volume
21500,PINK POLKADOT WRAP ,0.4169014084507042,0.396056338028169,-0.02084507042253525,-5.000000000000009,-0.7394930452331361,213,2593.0,-35.138939968767936,Decrease Price,Medium Volume
22808,SET OF 6 T-LIGHTS EASTER CHICKS,3.601466666666667,3.4213933333333335,-0.18007333333333353,-5.000000000000005,-0.4390075218097507,75,1038.87,-35.24379482635567,Decrease Price,Low Volume
23519,EMBROIDERED RIBBON REEL CLAIRE,4.484583333333333,4.260354166666667,-0.22422916666666648,-4.9999999999999964,-0.3033542736072964,24,792.31,-35.26195729519367,Decrease Price,Low Volume
22673,FRENCH GARDEN SIGN BLUE METAL,1.486940298507463,1.4125932835820898,-0.0743470149253731,-4.9999999999999964,-0.3949697220142938,131,1019.83,-35.26928981450682,Decrease Price,Medium Volume
21199,PINK  HEART CONFETTI IN TUBE,1.5878481012658228,1.5084556962025315,-0.07939240506329126,-5.000000000000008,-0.5404961490043378,78,888.33,-35.277300809478426,Decrease Price,Low Volume
22287,"DECORATION , WOBBLY CHICKEN, METAL ",1.5343902439024388,1.4576707317073168,-0.07671951219512207,-5.000000000000009,-0.409544849083494,80,720.16,-35.547783943977436,Decrease Price,Low Volume
23220,REINDEER HEART DECORATION GOLD,1.0803809523809524,1.0263619047619048,-0.05401904761904763,-5.000000000000001,-0.3306570479423331,103,869.98,-35.553844831248746,Decrease Price,Medium Volume
22316,200 BENDY SKULL STRAWS,1.3703571428571428,1.3018392857142855,-0.0685178571428573,-5.0000000000000115,-0.2044575136851925,55,743.62,-35.57157404511594,Decrease Price,Low Volume
22123,PING MICROWAVE APRON,3.000806451612903,2.8507661290322575,-0.15004032258064548,-5.0000000000000115,-0.5310556047686609,122,1069.1699999999998,-35.71602595989479,Decrease Price,Medium Volume
22336,DOVE DECORATION PAINTED ZINC ,0.6251807228915662,0.5939216867469879,-0.03125903614457837,-5.000000000000009,-0.5021159858219321,79,754.41,-35.75474347536645,Decrease Price,Low Volume
35646,VINTAGE BEAD PINK EVENING BAG,2.0357291666666666,1.9339427083333331,-0.10178645833333344,-5.000000000000005,-0.4262133871457993,94,937.25,-35.78516294158447,Decrease Price,Low Volume
20996,JAZZ HEARTS ADDRESS BOOK,0.3191266375545851,0.3031703056768558,-0.01595633187772927,-5.000000000000004,-0.2903241897633184,225,727.46,-35.80016826838555,Decrease Price,Medium Volume
22393,PAPERWEIGHT VINTAGE COLLAGE,2.902361111111111,2.757243055555555,-0.1451180555555558,-5.000000000000009,-0.516715934638005,71,741.98,-35.87885171522814,Decrease Price,Low Volume
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,0.8838938053097345,0.8396991150442478,-0.044194690265486725,-5.0,-0.2099101696247037,111,583.23,-35.897314753020765,Decrease Price,Medium Volume
22339,CHRISTMAS TREE PAINTED ZINC ,0.4382954545454545,0.4163806818181817,-0.02191477272727277,-5.00000000000001,-0.3016512046226601,83,683.31,-35.899251664720616,Decrease Price,Low Volume
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3.834705882352941,3.642970588235294,-0.19173529411764711,-5.000000000000002,-0.4201875416142491,50,1021.9,-35.9133206985641,Decrease Price,Low Volume
21354,TOAST ITS - BEST MUM,1.575360824742268,1.4965927835051545,-0.07876804123711345,-5.0000000000000036,-0.4241075058871853,95,1010.21,-35.97226841787867,Decrease Price,Low Volume
23564,EGG CUP MILKMAID INGRID,1.7567105263157894,1.6688749999999999,-0.0878355263157895,-5.000000000000002,-0.3674379270490828,76,841.31,-36.11796410290842,Decrease Price,Low Volume
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4.261190476190476,4.048130952380952,-0.2130595238095241,-5.000000000000006,-0.6774359427200652,41,730.97,-36.24505581704348,Decrease Price,Low Volume
16218,CARTOON  PENCIL SHARPENERS,0.26984375,0.25635156249999996,-0.01349218750000003,-5.0000000000000115,-0.3023008380730969,64,283.31,-36.24684912741532,Decrease Price,Low Volume
23472, NINE DRAWER OFFICE TIDY,16.05705882352941,15.254205882352938,-0.8028529411764715,-5.000000000000006,-0.2146793015537704,33,909.37,-36.303038399896316,Decrease Price,Low Volume
22163,HEART STRING MEMO HOLDER HANGING,1.7872580645161291,1.6978951612903226,-0.08936290322580653,-5.000000000000004,-0.533739636616387,122,1042.78,-36.361317021696564,Decrease Price,Medium Volume
21530,DAIRY MAID TOASTRACK,1.614952380952381,1.5342047619047618,-0.08074761904761907,-5.000000000000002,-0.4208158687694208,104,769.57,-36.3803548818985,Decrease Price,Medium Volume
21650,ASSORTED TUTTI FRUTTI BRACELET,0.5017985611510791,0.4767086330935251,-0.025089928057554,-5.000000000000009,-0.4073769969520491,132,692.85,-36.38176712088085,Decrease Price,Medium Volume
21688,SILVER PLATE CANDLE BOWL SMALL,3.8033333333333337,3.613166666666667,-0.19016666666666682,-5.0000000000000036,-0.4555111750014692,57,1101.2800000000002,-36.453790070356646,Decrease Price,Low Volume
21694,SMALL REGAL  SILVER CANDLEPOT ,3.395,3.22525,-0.16975000000000007,-5.000000000000002,-0.3056862789498695,24,840.33,-36.46565701967387,Decrease Price,Low Volume
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.7746601941747573,1.6859271844660193,-0.08873300970873799,-5.000000000000007,-0.4967477094745338,101,1149.02,-36.54093507372648,Decrease Price,Medium Volume
23099,FRENCH CARRIAGE LANTERN,7.039152542372881,6.687194915254237,-0.35195762711864464,-5.000000000000008,-0.2311772896011545,58,925.35,-36.657982919566834,Decrease Price,Low Volume
23282,FOLDING BUTTERFLY MIRROR IVORY ,1.255912408759124,1.1931167883211677,-0.06279562043795628,-5.000000000000006,-0.2754465397035778,135,757.86,-36.66185068251955,Decrease Price,Medium Volume
22246,MAGIC GARDEN FELT GARLAND ,2.815333333333333,2.674566666666666,-0.14076666666666693,-5.00000000000001,-0.4015802144694055,90,962.77,-36.67966506578365,Decrease Price,Low Volume
23061,VINTAGE EMBOSSED HEART,1.5305833333333332,1.4540541666666664,-0.07652916666666676,-5.000000000000006,-0.5286497825786486,117,1355.18,-36.82364777049696,Decrease Price,Medium Volume
21991,BOHEMIAN COLLAGE STATIONERY SET,2.004245283018868,1.9040330188679244,-0.10021226415094353,-5.000000000000006,-0.4229660298107871,211,1080.82,-36.94212709176486,Decrease Price,Medium Volume
22217,T-LIGHT HOLDER HANGING LACE,1.3173493975903614,1.2514819277108433,-0.06586746987951808,-5.000000000000001,-0.3295125887242031,82,832.51,-36.95903525862782,Decrease Price,Low Volume
21355,TOAST ITS - I LOVE YOU ,1.361181102362205,1.2931220472440945,-0.06805905511811039,-5.000000000000011,-0.2801612478354869,120,998.83,-37.01832108897875,Decrease Price,Medium Volume
21823,PAINTED METAL HEART WITH HOLLY BELL,0.9383809523809524,0.8914619047619048,-0.04691904761904764,-5.000000000000002,-0.3837662123673689,97,854.74,-37.03331606798809,Decrease Price,Low Volume
22028,PENNY FARTHING BIRTHDAY CARD,0.5447348484848485,0.5174981060606061,-0.027236742424242455,-5.000000000000005,-0.5569765079081356,262,1309.18,-37.09486261794835,Decrease Price,Medium Volume
79302M,"ART LIGHTS,FUNK MONKEY",3.553809523809524,3.3761190476190475,-0.1776904761904765,-5.000000000000009,-0.4323946570803306,62,1037.54,-37.13191240188084,Decrease Price,Low Volume
21208,PASTEL COLOUR HONEYCOMB FAN,1.2677380952380952,1.2043511904761903,-0.0633869047619049,-5.000000000000011,-0.36977571772765,83,697.77,-37.455126957583055,Decrease Price,Low Volume
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.6094444444444445,1.5289722222222222,-0.08047222222222228,-5.0000000000000036,-0.3401814239396245,88,958.57,-37.54844683735665,Decrease Price,Low Volume
22276,WASH BAG VINTAGE ROSE PAISLEY,3.325058823529412,3.1588058823529415,-0.1662529411764706,-5.0,-0.2249167385191515,85,838.86,-37.583900775534076,Decrease Price,Low Volume
21905,MORE BUTTER METAL SIGN ,1.4059627329192548,1.335664596273292,-0.07029813664596274,-5.0,-0.2973484642895528,160,823.71,-37.640068022570574,Decrease Price,Medium Volume
21821,GLITTER STAR GARLAND WITH BELLS ,5.067142857142858,4.813785714285714,-0.2533571428571433,-5.000000000000008,-0.403133929909134,62,1037.05,-37.739352371368454,Decrease Price,Low Volume
23002,TRAVEL CARD WALLET SKULLS,0.5216751269035533,0.49559137055837565,-0.026083756345177678,-5.000000000000003,-0.3129780571471887,192,925.29,-37.76277633418465,Decrease Price,Medium Volume
22959,WRAP CHRISTMAS VILLAGE,0.4184507042253521,0.39752816901408444,-0.020922535211267634,-5.000000000000007,-0.63562889672832,142,2014.42,-37.9735684053925,Decrease Price,Medium Volume
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,3.8638461538461537,3.670653846153846,-0.19319230769230789,-5.000000000000005,-0.26660744403847,77,932.42,-38.021893349984886,Decrease Price,Low Volume
23419,HOME SWEET HOME BOTTLE ,2.6657471264367816,2.5324597701149423,-0.1332873563218393,-5.000000000000009,-0.3946554333239508,86,1045.8,-38.1869287302453,Decrease Price,Low Volume
22497,SET OF 2 TINS VINTAGE BATHROOM ,5.873168316831682,5.579509900990098,-0.29365841584158403,-4.999999999999998,-0.4210661926402742,100,1145.15,-38.28166108314157,Decrease Price,Low Volume
21717,EASTER TIN BUCKET,2.684878048780488,2.5506341463414635,-0.1342439024390245,-5.000000000000004,-0.3059567346893261,41,946.93,-38.3110810586555,Decrease Price,Low Volume
22814,CARD PARTY GAMES ,0.4926271186440678,0.4679957627118644,-0.02463135593220339,-5.0,-0.2748046666513249,235,893.51,-38.349005451912134,Decrease Price,Medium Volume
21287,SCENTED VELVET LOUNGE CANDLE ,0.5452727272727272,0.5180090909090909,-0.02726363636363638,-5.000000000000003,-0.2179787894008787,55,760.15,-38.376445043954504,Decrease Price,Low Volume
22308,TEA COSY BLUE STRIPE,4.214476190476191,4.003752380952381,-0.21072380952380954,-5.0,-0.2758471926809474,105,877.38,-38.417901108505475,Decrease Price,Medium Volume
21684,SMALL MEDINA STAMPED METAL BOWL ,1.2502083333333334,1.1876979166666666,-0.06251041666666679,-5.00000000000001,-0.2003183042058149,47,622.3,-38.52139033132117,Decrease Price,Low Volume
21693,SMALL HAMMERED SILVER CANDLEPOT ,3.3346153846153848,3.167884615384615,-0.16673076923076957,-5.00000000000001,-0.3614032269025081,50,1143.3100000000002,-38.540305532286645,Decrease Price,Low Volume
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,0.8908730158730159,0.8463293650793651,-0.04454365079365086,-5.000000000000006,-0.3453127530611974,125,689.67,-38.61339263839958,Decrease Price,Medium Volume
22342,HOME GARLAND PAINTED ZINC ,1.840078125,1.74807421875,-0.09200390624999999,-5.0,-0.5846484995412027,128,1111.58,-38.67138656800557,Decrease Price,Medium Volume
21084,SET/6 COLLAGE PAPER CUPS,0.5010869565217392,0.47603260869565217,-0.02505434782608701,-5.00000000000001,-0.4037720420383626,181,773.14,-38.749250537020544,Decrease Price,Medium Volume
22519,CHILDS GARDEN BRUSH PINK,2.6006818181818185,2.4706477272727274,-0.13003409090909113,-5.000000000000008,-0.2795289652200414,88,906.75,-38.77985011876923,Decrease Price,Low Volume
22069,BROWN  PIRATE TREASURE CHEST ,3.186486486486486,3.0271621621621616,-0.15932432432432453,-5.000000000000007,-0.4123932850992142,146,996.8,-38.82535669046202,Decrease Price,Medium Volume
22266,EASTER DECORATION HANGING BUNNY,0.5670000000000001,0.5386500000000001,-0.028349999999999986,-4.9999999999999964,-0.2152730673292919,92,596.5,-38.85446215935793,Decrease Price,Low Volume
16237,SLEEPING CAT ERASERS,0.2975757575757575,0.2826969696969696,-0.01487878787878788,-5.000000000000002,-0.4699669798464579,290,1048.56,-38.91893223753114,Decrease Price,Medium Volume
23452,HEART MINI PORTRAIT FRAME,2.07183908045977,1.9682471264367816,-0.1035919540229886,-5.000000000000004,-0.2795277326129752,87,1021.76,-38.937099125984574,Decrease Price,Low Volume
85114B,IVORY ENCHANTED FOREST PLACEMAT,2.1969230769230768,2.0870769230769226,-0.10984615384615415,-5.000000000000014,-0.2520164050594115,77,904.14,-39.01997468177872,Decrease Price,Low Volume
22132,RED LOVE HEART SHAPE CUP,1.2053896103896105,1.14512012987013,-0.060269480519480556,-5.000000000000003,-0.3822787145337555,154,939.03,-39.02256584931064,Decrease Price,Medium Volume
22254,FELT TOADSTOOL LARGE,1.6237704918032787,1.5425819672131147,-0.08118852459016401,-5.000000000000004,-0.2733892663370277,61,836.8000000000001,-39.028729928691796,Decrease Price,Low Volume
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2.596338028169014,2.466521126760563,-0.12981690140845092,-5.000000000000009,-0.4231065334359605,136,1213.29,-39.22433311821983,Decrease Price,Medium Volume
72799E,IVORY PILLAR CANDLE SILVER FLOCK,2.828205128205128,2.6867948717948713,-0.14141025641025662,-5.000000000000008,-0.375802741419584,76,919.94,-39.24794274059701,Decrease Price,Low Volume
22815,CARD PSYCHEDELIC APPLES,0.4898884758364312,0.4653940520446096,-0.024494423791821596,-5.000000000000007,-0.3960709379604527,268,1123.88,-39.30256275026561,Decrease Price,Medium Volume
23153,ZINC SWEETHEART WIRE LETTER RACK,4.236666666666666,4.024833333333333,-0.21183333333333376,-5.000000000000011,-0.2996325268666669,90,1020.69,-39.3177925963867,Decrease Price,Low Volume
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1.0971428571428572,1.0422857142857143,-0.05485714285714294,-5.000000000000007,-0.3841806864465155,49,451.59,-39.33374733400926,Decrease Price,Low Volume
21586,KINGS CHOICE GIANT TUBE MATCHES,2.5029850746268654,2.377835820895522,-0.12514925373134345,-5.000000000000007,-0.5814248898274632,67,1721.85,-39.50274145058034,Decrease Price,Low Volume
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,0.9028205128205128,0.857679487179487,-0.045141025641025734,-5.000000000000011,-0.3443475140007006,155,850.2,-39.51524941827493,Decrease Price,Medium Volume
22270,HAPPY EASTER HANGING DECORATION,4.406071428571429,4.185767857142857,-0.2203035714285715,-5.000000000000001,-0.227644240464021,53,945.95,-39.52145586076844,Decrease Price,Low Volume
85054,FRENCH ENAMEL POT W LID,3.47864406779661,3.3047118644067797,-0.1739322033898305,-5.0,-0.6089240757232637,115,1436.5300000000002,-39.65648307787564,Decrease Price,Medium Volume
22264,FELT FARM ANIMAL WHITE BUNNY ,1.0341,0.982395,-0.051705,-5.0,-0.4951135652001993,96,738.68,-39.66757540811068,Decrease Price,Low Volume
22678,FRENCH BLUE METAL DOOR SIGN 3,1.6685093167701863,1.585083850931677,-0.0834254658385094,-5.000000000000005,-0.4388478439239104,160,1152.81,-39.70737584813094,Decrease Price,Medium Volume
23232,WRAP VINTAGE PETALS  DESIGN,0.4175308641975308,0.39665432098765424,-0.020876543209876586,-5.000000000000011,-0.7784279611146898,238,3478.92,-39.86379980218781,Decrease Price,Medium Volume
47593B,SCOTTIE DOGS BABY BIB,0.6978542510121458,0.6629615384615385,-0.03489271255060733,-5.000000000000006,-0.4259563677700876,245,946.13,-39.90792071306279,Decrease Price,Medium Volume
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.244871794871795,4.982628205128205,-0.26224358974358974,-5.0,-0.6197177851641149,39,1888.1,-39.91801464052748,Decrease Price,Low Volume
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2.1011304347826085,1.996073913043478,-0.1050565217391306,-5.000000000000009,-0.5421585581333919,115,1313.28,-39.99014797796086,Decrease Price,Medium Volume
21617,4 LILY  BOTANICAL DINNER CANDLES,2.41622641509434,2.295415094339623,-0.12081132075471723,-5.000000000000009,-0.3525123970652231,102,1013.01,-40.10199908009761,Decrease Price,Medium Volume
35598B,BLACK CHRISTMAS TREE 60CM,1.9308,1.83426,-0.09654000000000007,-5.0000000000000036,-0.2600361675672838,25,460.64,-40.12608420762174,Decrease Price,Low Volume
20986,BLUE CALCULATOR RULER,1.5878813559322034,1.508487288135593,-0.07939406779661029,-5.000000000000008,-0.200353877409226,113,833.49,-40.14783314413245,Decrease Price,Medium Volume
23522,DOG AND BALL WALL ART,3.680625,3.4965937499999997,-0.1840312500000003,-5.000000000000009,-0.3889194227624798,32,727.4399999999999,-40.2064148298648,Decrease Price,Low Volume
22118,JOY WOODEN BLOCK LETTERS,5.1425274725274726,4.885401098901099,-0.2571263736263738,-5.0000000000000036,-0.3156412318565184,89,901.46,-40.24921581209465,Decrease Price,Low Volume
15044B,BLUE PAPER PARASOL ,3.506666666666667,3.3313333333333333,-0.17533333333333356,-5.000000000000006,-0.2899983654191112,60,946.83,-40.256435779541775,Decrease Price,Low Volume
51014L,"FEATHER PEN,LIGHT PINK",0.6543708609271524,0.6216523178807947,-0.032718543046357684,-5.00000000000001,-0.4039159797488568,149,1079.34,-40.267907239848,Decrease Price,Medium Volume
21519,GIN & TONIC DIET GREETING CARD ,0.510609756097561,0.4850792682926829,-0.0255304878048781,-5.00000000000001,-0.5281011414343829,246,1389.22,-40.28426493675079,Decrease Price,Medium Volume
22994,TRAVEL CARD WALLET RETROSPOT,0.5273303167420814,0.5009638009049773,-0.026366515837104143,-5.000000000000013,-0.300243819425814,218,958.2,-40.2915192011779,Decrease Price,Medium Volume
20665,RED RETROSPOT PURSE ,4.068333333333333,3.8649166666666663,-0.20341666666666702,-5.000000000000009,-0.5758814557171018,156,1546.2700000000002,-40.359888470198285,Decrease Price,Medium Volume
22680,FRENCH BLUE METAL DOOR SIGN 5,1.649294871794872,1.5668301282051285,-0.08246474358974365,-5.000000000000003,-0.4146002667795866,153,1160.29,-40.38468675602065,Decrease Price,Medium Volume
84843,WHITE SOAP RACK WITH 2 BOTTLES,6.570816326530613,6.242275510204082,-0.3285408163265311,-5.000000000000006,-0.2755185771846621,48,969.8,-40.386512337579006,Decrease Price,Low Volume
21288,STRIPEY CHOCOLATE NESTING BOXES,3.307857142857143,3.1424642857142855,-0.16539285714285734,-5.000000000000006,-0.3108715333096915,110,1070.26,-40.39356446092826,Decrease Price,Medium Volume
23087,ZINC  HEART T-LIGHT HOLDER,1.5915942028985506,1.512014492753623,-0.0795797101449276,-5.000000000000004,-0.4197036390434449,69,1090.66,-40.514929805788896,Decrease Price,Low Volume
22524,CHILDRENS GARDEN GLOVES BLUE,1.616829268292683,1.5359878048780489,-0.08084146341463416,-5.000000000000001,-0.2139695575080272,81,883.1999999999999,-40.517698555830286,Decrease Price,Low Volume
22997,TRAVEL CARD WALLET UNION JACK,0.4919823788546255,0.46738325991189417,-0.024599118942731313,-5.000000000000008,-0.3564804957687278,222,1115.93,-40.54043492390646,Decrease Price,Medium Volume
22893,MINI CAKE STAND T-LIGHT HOLDER,0.6406293706293706,0.6085979020979021,-0.03203146853146854,-5.000000000000002,-0.3234833958518798,142,931.02,-40.61539342246763,Decrease Price,Medium Volume
22589,CARDHOLDER GINGHAM STAR,3.6482716049382713,3.4658580246913577,-0.18241358024691356,-5.0,-0.4017864728187018,79,1212.82,-40.75109519461134,Decrease Price,Low Volume
23331,DECORATIVE WICKER HEART SMALL,0.781578947368421,0.7424999999999999,-0.0390789473684211,-5.000000000000006,-0.3222017455395095,109,1062.28,-40.75311846367116,Decrease Price,Medium Volume
21633,SUNFLOWER DECORATIVE PARASOL,10.163571428571428,9.655392857142857,-0.5081785714285711,-4.999999999999997,-0.3642726916231491,42,895.46,-40.759251708617136,Decrease Price,Low Volume
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1.0143382352941177,0.9636213235294118,-0.05071691176470594,-5.000000000000005,-0.2867754194532409,127,684.62,-40.86558251772666,Decrease Price,Medium Volume
21066,VINTAGE RED MUG,1.5279999999999998,1.4515999999999998,-0.07640000000000002,-5.000000000000003,-0.2260800749873955,54,694.72,-41.04637545242169,Decrease Price,Low Volume
22817,CARD SUKI BIRTHDAY,0.4822068965517241,0.4580965517241379,-0.024110344827586228,-5.000000000000004,-0.3604459173005545,290,1114.81,-41.068294756920466,Decrease Price,Medium Volume
85232D,SET/3 DECOUPAGE STACKING TINS,5.941,5.643949999999999,-0.2970500000000005,-5.000000000000008,-0.2804249808874474,69,997.47,-41.1679163969072,Decrease Price,Low Volume
22984,CARD GINGHAM ROSE ,0.4787272727272727,0.4547909090909091,-0.023936363636363645,-5.000000000000002,-0.3627386439832454,163,1106.17,-41.32197172108297,Decrease Price,Medium Volume
23179,CLOCK MAGNET MUM'S KITCHEN,3.5243396226415094,3.3481226415094336,-0.17621698113207573,-5.000000000000007,-0.2766187356445523,53,930.48,-41.59281953664963,Decrease Price,Low Volume
21743,STAR PORTABLE TABLE LIGHT ,3.8572,3.66434,-0.19286000000000003,-5.0,-0.2680638512101834,49,890.6,-41.7855703641702,Decrease Price,Low Volume
22268,EASTER DECORATION SITTING BUNNY,0.7274390243902439,0.6910670731707317,-0.0363719512195122,-5.000000000000001,-0.4120053829106039,158,804.04,-41.87194248582341,Decrease Price,Medium Volume
23516,EMBROIDERED RIBBON REEL SOPHIE  ,3.846,3.6536999999999997,-0.19230000000000036,-5.000000000000009,-0.2180948536891185,42,1062.35,-41.91189174340041,Decrease Price,Low Volume
21948,SET OF 6 CAKE CHOPSTICKS,1.9000641025641023,1.805060897435897,-0.09500320512820526,-5.000000000000008,-0.3031762959298564,153,979.48,-41.94096137834728,Decrease Price,Medium Volume
